????? ?????? ??? ?? ???? ??????? ? ?? ????? ???,????? ?????? ??? ?? ???? ??????? ? ?? ????? ???,????? ?????? ??? ?? ???? ??????? ? ?? ????? ???,????? ?????? ??? ?? ???? ??????? ? ?? ????? ???,????? ?????? ??? ?? ???? ??????? ? ?? ????? ???,????? ?????? ??? ?? ???? ??????? ? ?? ????? ???,????? ?????? ??? ?? ???? ??????? ? ?? ????? ???,????? ?????? ??? ?? ???? ??????? ? ?? ????? ???,????? ?????? ??? ?? ???? ??????? ? ?? ????? ???,????? ?????? ??? ?? ???? ??????? ? ?? ????? ???,????? ?????? ??? ?? ???? ??????? ? ?? ????? ???,????? ?????? ??? ?? ???? ??????? ? ?? ????? ???,????? ?????? ??? ?? ???? ??????? ? ?? ????? ???,????? ?????? ??? ?? ???? ??????? ? ?? ????? ???,????? ?????? ??? ?? ???? ??????? ? ?? ????? ???
?? ??????? ??,1395/11/13,33,19,75,24,62,103,103,,,1,,,
?? ??????? ??,1395/11/14,36,21,71,17,60,96,96,,1,,,,
?? ??????? ??,1395/11/15,32,26,62,14,36,51,51,,1,,,,
?? ??????? ??,1395/11/16,39,24,73,20,50,82,82,,1,,,,
?? ??????? ??,1395/11/17,43,20,86,27,72,126,126,,,1,,,
?? ??????? ??,1395/11/18,44,16,85,26,79,134,134,,,1,,,
?? ??????? ??,1395/11/19,35,27,78,20,50,82,82,,1,,,,
?? ??????? ??,1395/11/20,41,26,83,21,58,97,97,,1,,,,
?? ??????? ??,1395/11/21,39,30,83,23,65,100,100,,1,,,,
?? ??????? ??,1395/11/22,31,20,80,18,51,89,89,,1,,,,
?? ??????? ??,1395/11/23,32,25,56,17,48,85,85,,1,,,,
?? ??????? ??,1395/11/24,27,21,50,16,35,65,65,,1,,,,
?? ??????? ??,1395/11/25,32,23,66,16,45,82,82,,1,,,,
?? ??????? ??,1395/11/26,48,14,69,18,41,85,85,,1,,,,
?? ??????? ??,1395/11/27,37,24,76,19,58,91,91,,1,,,,
?? ??????? ??,1395/11/28,28,33,65,21,40,58,58,,1,,,,
?? ??????? ??,1395/11/29,28,28,59,16,41,58,58,,1,,,,
?? ??????? ??,1395/11/30,31,38,54,16,32,44,44,1,,,,,
?? ??????? ??,1395/12/01,32,21,62,20,47,76,76,,1,,,,
?? ??????? ??,1395/12/02,37,19,80,27,66,111,111,,,1,,,
?? ??????? ??,1395/12/03,45,21,91,28,81,134,134,,,1,,,
?? ??????? ??,1395/12/04,43,23,92,26,69,124,124,,,1,,,
?? ??????? ??,1395/12/05,39,33,79,19,59,86,86,,1,,,,
?? ??????? ??,1395/12/06,39,21,68,19,52,75,75,,1,,,,
?? ??????? ??,1395/12/07,45,31,84,21,59,89,89,,1,,,,
?? ??????? ??,1395/12/08,39,31,84,22,58,82,82,,1,,,,
?? ??????? ??,1395/12/09,36,35,81,20,55,78,78,,1,,,,
?? ??????? ??,1395/12/10,42,36,81,23,61,88,88,,1,,,,
?? ??????? ??,1395/12/11,35,35,76,20,57,83,83,,1,,,,
?? ??????? ??,1395/12/12,33,31,76,18,60,77,77,,1,,,,
?? ??????? ??,1395/12/13,32,30,66,19,57,71,71,,1,,,,
?? ??????? ??,1395/12/14,39,27,78,17,55,90,90,,1,,,,
?? ??????? ??,1395/12/15,26,33,69,17,57,86,86,,1,,,,
?? ??????? ??,1395/12/16,29,29,55,17,47,66,66,,1,,,,
?? ??????? ??,1395/12/17,34,12,73,20,51,86,86,,1,,,,
?? ??????? ??,1395/12/18,39,28,81,20,62,114,114,,,1,,,
?? ??????? ??,1395/12/19,33,33,83,18,51,93,93,,1,,,,
?? ??????? ??,1395/12/20,31,33,82,20,59,100,100,,1,,,,
?? ??????? ??,1395/12/21,32,50,80,18,58,101,101,,,1,,,
?? ??????? ??,1395/12/22,26,39,70,16,40,63,63,,1,,,,
?? ??????? ??,1395/12/23,35,38,79,18,81,93,93,,1,,,,
?? ??????? ??,1395/12/24,28,29,68,20,60,86,86,,1,,,,
?? ??????? ??,1395/12/25,31,30,73,17,62,110,110,,,1,,,
?? ??????? ??,1395/12/26,41,38,75,18,54,74,74,,1,,,,
?? ??????? ??,1395/12/27,28,43,62,15,60,72,72,,1,,,,
?? ??????? ??,1395/12/28,26,41,60,18,52,61,61,,1,,,,
?? ??????? ??,1395/12/29,41,33,67,19,50,56,56,,1,,,,
?? ??????? ??,1395/12/30,22,34,51,15,42,50,50,1,,,,,
?? ??????? ??,1396/01/01,26,38,47,13,37,52,52,,1,,,,
?? ??????? ??,1396/01/02,22,38,47,14,21,34,38,1,,,,,
?? ??????? ??,1396/01/03,22,39,51,14,19,36,39,1,,,,,
?? ??????? ??,1396/01/04,35,24,57,13,19,38,38,1,,,,,
?? ??????? ??,1396/01/05,31,25,56,17,21,39,39,1,,,,,
?? ??????? ??,1396/01/06,28,26,59,14,25,58,58,,1,,,,
?? ??????? ??,1396/01/07,33,48,68,19,41,67,67,,1,,,,
?? ??????? ??,1396/01/08,28,47,71,19,38,59,59,,1,,,,
?? ??????? ??,1396/01/09,31,46,65,19,29,49,49,1,,,,,
?? ??????? ??,1396/01/10,30,44,62,18,31,44,44,1,,,,,
?? ??????? ??,1396/01/11,28,49,62,17,36,49,49,1,,,,,
?? ??????? ??,1396/01/12,22,55,61,14,38,66,66,,1,,,,
?? ??????? ??,1396/01/13,27,55,61,15,28,50,55,,1,,,,
?? ??????? ??,1396/01/14,26,38,54,19,27,50,50,1,,,,,
?? ??????? ??,1396/01/15,30,25,54,19,30,54,54,,1,,,,
?? ??????? ??,1396/01/16,37,26,74,19,44,71,71,,1,,,,
?? ??????? ??,1396/01/17,31,42,73,20,43,67,67,,1,,,,
?? ??????? ??,1396/01/18,36,53,76,20,47,68,68,,1,,,,
?? ??????? ??,1396/01/19,34,61,78,18,49,72,72,,1,,,,
?? ??????? ??,1396/01/20,31,51,70,19,60,73,73,,1,,,,
?? ??????? ??,1396/01/21,31,48,63,16,76,92,92,,1,,,,
?? ??????? ??,1396/01/22,43,31,76,21,81,114,114,,,1,,,
?? ??????? ??,1396/01/23,29,37,54,17,61,85,85,,1,,,,
?? ??????? ??,1396/01/24,49,26,68,18,63,101,101,,,1,,,
?? ??????? ??,1396/01/25,35,41,68,19,74,103,103,,,1,,,
?? ??????? ??,1396/01/26,42,33,72,19,77,103,103,,,1,,,
?? ??????? ??,1396/01/27,25,43,63,15,52,56,56,,1,,,,
?? ??????? ??,1396/01/28,31,46,63,16,36,51,51,,1,,,,
?? ??????? ??,1396/01/29,34,58,69,18,47,65,65,,1,,,,
?? ??????? ??,1396/01/30,32,47,64,19,57,67,67,,1,,,,
?? ??????? ??,1396/01/31,26,41,54,14,39,47,47,1,,,,,
?? ??????? ??,1396/02/01,32,50,63,15,44,55,55,,1,,,,
?? ??????? ??,1396/02/02,32,62,64,19,42,55,62,,1,,,,
?? ??????? ??,1396/02/03,36,59,74,19,58,73,73,,1,,,,
?? ??????? ??,1396/02/04,30,39,59,14,62,68,68,,1,,,,
?? ??????? ??,1396/02/05,27,45,50,16,71,73,73,,1,,,,
?? ??????? ??,1396/02/06,28,47,62,15,53,75,75,,1,,,,
?? ??????? ??,1396/02/07,29,36,64,14,57,71,71,,1,,,,
?? ??????? ??,1396/02/08,24,43,55,13,45,51,51,,1,,,,
?? ??????? ??,1396/02/09,24,45,46,16,51,61,61,,1,,,,
?? ??????? ??,1396/02/10,24,43,49,18,40,54,54,,1,,,,
?? ??????? ??,1396/02/11,27,60,61,18,59,85,85,,1,,,,
?? ??????? ??,1396/02/12,31,53,60,16,60,92,92,,1,,,,
?? ??????? ??,1396/02/13,28,61,63,16,62,94,94,,1,,,,
?? ??????? ??,1396/02/14,29,38,54,16,48,75,75,,1,,,,
?? ??????? ??,1396/02/15,39,35,58,16,53,82,82,,1,,,,
?? ??????? ??,1396/02/16,25,44,54,15,35,62,62,,1,,,,
?? ??????? ??,1396/02/17,40,45,66,18,56,90,90,,1,,,,
?? ??????? ??,1396/02/18,32,50,57,17,48,68,68,,1,,,,
?? ??????? ??,1396/02/19,40,56,66,19,51,76,76,,1,,,,
?? ??????? ??,1396/02/20,41,47,64,15,44,61,61,,1,,,,
?? ??????? ??,1396/02/21,38,46,63,14,45,64,64,,1,,,,
?? ??????? ??,1396/02/22,37,60,70,16,49,68,68,,1,,,,
?? ??????? ??,1396/02/23,26,49,57,11,41,55,55,,1,,,,
?? ??????? ??,1396/02/24,33,55,66,13,57,82,82,,1,,,,
?? ??????? ??,1396/02/25,33,53,62,13,52,73,73,,1,,,,
?? ??????? ??,1396/02/26,43,51,71,14,69,103,103,,,1,,,
?? ??????? ??,1396/02/27,36,37,70,11,95,125,125,,,1,,,
?? ??????? ??,1396/02/28,34,41,60,13,63,77,77,,1,,,,
?? ??????? ??,1396/02/29,41,58,75,13,75,98,98,,1,,,,
?? ??????? ??,1396/02/30,37,60,64,11,56,75,75,,1,,,,
?? ??????? ??,1396/02/31,32,41,56,9,70,88,88,,1,,,,
?? ??????? ??,1396/03/01,26,40,49,8,70,88,88,,1,,,,
?? ??????? ??,1396/03/02,39,47,65,9,53,78,78,,1,,,,
?? ??????? ??,1396/03/03,43,52,71,10,45,69,69,,1,,,,
?? ??????? ??,1396/03/04,31,42,67,9,92,115,115,,,1,,,
?? ??????? ??,1396/03/05,49,50,62,10,59,88,88,,1,,,,
?? ??????? ??,1396/03/06,40,50,65,9,42,66,66,,1,,,,
?? ??????? ??,1396/03/07,41,39,74,10,91,124,124,,,1,,,
?? ??????? ??,1396/03/08,36,42,70,9,57,75,75,,1,,,,
?? ??????? ??,1396/03/09,32,49,65,9,66,85,85,,1,,,,
?? ??????? ??,1396/03/10,40,59,80,11,64,98,98,,1,,,,
?? ??????? ??,1396/03/11,43,61,76,11,61,81,81,,1,,,,
?? ??????? ??,1396/03/12,37,60,69,10,55,60,60,,1,,,,
?? ??????? ??,1396/03/13,28,64,58,9,57,67,67,,1,,,,
?? ??????? ??,1396/03/14,29,58,53,11,58,74,74,,1,,,,
?? ??????? ??,1396/03/15,33,66,58,12,51,67,67,,1,,,,
?? ??????? ??,1396/03/16,32,62,62,12,47,62,62,,1,,,,
?? ??????? ??,1396/03/17,30,48,58,12,49,60,60,,1,,,,
?? ??????? ??,1396/03/18,40,58,65,12,52,66,66,,1,,,,
?? ??????? ??,1396/03/19,45,64,72,12,57,85,85,,1,,,,
?? ??????? ??,1396/03/20,35,82,64,11,56,73,82,,1,,,,
?? ??????? ??,1396/03/21,48,70,64,13,59,85,85,,1,,,,
?? ??????? ??,1396/03/22,51,71,81,12,64,94,94,,1,,,,
?? ??????? ??,1396/03/23,50,51,74,10,56,74,74,,1,,,,
?? ??????? ??,1396/03/24,41,49,65,10,62,82,82,,1,,,,
?? ??????? ??,1396/03/25,43,77,80,8,64,91,91,,1,,,,
?? ??????? ??,1396/03/26,36,52,51,8,71,81,81,,1,,,,
?? ??????? ??,1396/03/27,43,42,69,10,52,76,76,,1,,,,
?? ??????? ??,1396/03/28,37,44,59,9,65,84,84,,1,,,,
?? ??????? ??,1396/03/29,42,75,82,11,76,100,100,,1,,,,
?? ??????? ??,1396/03/30,43,62,85,11,73,96,96,,1,,,,
?? ??????? ??,1396/03/31,57,95,89,11,71,108,108,,,1,,,
?? ??????? ??,1396/04/01,40,48,77,8,68,79,79,,1,,,,
?? ??????? ??,1396/04/02,39,51,72,7,60,73,73,,1,,,,
?? ??????? ??,1396/04/03,34,63,62,6,59,69,69,,1,,,,
?? ??????? ??,1396/04/04,41,91,89,9,68,90,91,,1,,,,
?? ??????? ??,1396/04/05,35,66,76,8,69,84,84,,1,,,,
?? ??????? ??,1396/04/06,31,89,54,7,64,86,89,,1,,,,
?? ??????? ??,1396/04/07,38,114,67,9,64,94,114,,,1,,,
?? ??????? ??,1396/04/08,34,128,73,8,60,95,128,,,1,,,
?? ??????? ??,1396/04/09,46,83,77,8,58,76,83,,1,,,,
?? ??????? ??,1396/04/10,37,78,63,8,74,93,93,,1,,,,
?? ??????? ??,1396/04/11,31,70,61,9,86,104,104,,,1,,,
?? ??????? ??,1396/04/12,34,58,65,9,61,84,84,,1,,,,
?? ??????? ??,1396/04/13,38,59,78,9,63,86,86,,1,,,,
?? ??????? ??,1396/04/14,43,82,82,9,72,94,94,,1,,,,
?? ??????? ??,1396/04/15,38,90,81,8,59,81,90,,1,,,,
?? ??????? ??,1396/04/16,44,54,67,8,69,81,81,,1,,,,
?? ??????? ??,1396/04/17,33,52,59,6,68,82,82,,1,,,,
?? ??????? ??,1396/04/18,43,53,76,9,83,101,101,,,1,,,
?? ??????? ??,1396/04/19,44,68,81,9,73,99,99,,1,,,,
?? ??????? ??,1396/04/20,40,38,72,9,73,96,96,,1,,,,
?? ??????? ??,1396/04/21,34,77,80,9,98,102,102,,,1,,,
?? ??????? ??,1396/04/22,25,52,59,7,76,89,89,,1,,,,
?? ??????? ??,1396/04/23,23,64,49,8,49,79,79,,1,,,,
?? ??????? ??,1396/04/24,26,91,64,11,51,87,91,,1,,,,
?? ??????? ??,1396/04/25,30,94,72,9,53,80,94,,1,,,,
?? ??????? ??,1396/04/26,30,86,66,13,53,75,86,,1,,,,
?? ??????? ??,1396/04/27,30,94,69,11,54,73,94,,1,,,,
?? ??????? ??,1396/04/28,30,83,73,10,55,71,83,,1,,,,
?? ??????? ??,1396/04/29,39,91,76,9,58,73,91,,1,,,,
?? ??????? ??,1396/04/30,44,98,89,9,54,77,98,,1,,,,
?? ??????? ??,1396/04/31,42,113,84,11,55,79,113,,,1,,,
?? ??????? ??,1396/05/01,32,99,78,10,59,81,99,,1,,,,
?? ??????? ??,1396/05/02,44,92,92,11,60,77,92,,1,,,,
?? ??????? ??,1396/05/03,38,70,76,10,56,67,70,,1,,,,
?? ??????? ??,1396/05/04,42,50,79,12,60,73,73,,1,,,,
?? ??????? ??,1396/05/05,38,48,79,8,65,77,77,,1,,,,
?? ??????? ??,1396/05/06,44,56,79,9,63,79,79,,1,,,,
?? ??????? ??,1396/05/07,37,61,79,10,59,74,74,,1,,,,
?? ??????? ??,1396/05/08,37,76,86,12,66,81,81,,1,,,,
?? ??????? ??,1396/05/09,32,78,82,12,71,84,84,,1,,,,
?? ??????? ??,1396/05/10,29,108,66,12,61,77,108,,,1,,,
?? ??????? ??,1396/05/11,30,94,76,10,59,71,94,,1,,,,
?? ??????? ??,1396/05/12,34,114,78,12,66,87,114,,,1,,,
?? ??????? ??,1396/05/13,35,99,72,9,65,86,99,,1,,,,
?? ??????? ??,1396/05/14,38,85,72,10,61,75,85,,1,,,,
?? ??????? ??,1396/05/15,41,85,81,10,63,78,85,,1,,,,
?? ??????? ??,1396/05/16,38,88,85,12,67,88,88,,1,,,,
?? ??????? ??,1396/05/17,43,77,79,12,69,89,89,,1,,,,
?? ??????? ??,1396/05/18,42,75,85,11,67,80,80,,1,,,,
?? ??????? ??,1396/05/19,,,,,,,,,,,,,
??? ??,-,,,,,,,,15,262,80,9,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
????? ?????? ????? ?? ???? ???????,,,,,,,,,,,,,,
???????,????? ?????? ?????? ???????,CO,O3,NO2,SO2,PM10,PM2.5,AQI,,,,,,
?? ??????? ??,366,0,5,3,0,5,84,89,,,,,,
